Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
A,Ship,6,1,4,4,1198,0
D,Ship,6,3,4,8,1434,0
C,Ship,3,1,3,1,4889,1
A,Ship,3,5,2,59,1051,1
F,Flight,4,2,3,9,5296,1
A,Ship,4,1,3,4,5610,1
C,Ship,4,3,4,1,4812,1
B,Ship,4,3,3,4,4150,1
C,Ship,4,3,2,46,2878,1
F,Flight,3,4,2,5,4349,1
C,Ship,4,2,3,5,5960,0
B,Road,5,2,2,10,4741,0
F,Ship,4,4,3,35,1234,1
F,Flight,3,4,4,5,4749,1
B,Road,5,5,5,8,1867,0
C,Ship,4,4,10,3,4202,0
A,Ship,4,5,2,59,2239,1
A,Ship,3,3,3,7,4133,0
F,Ship,4,3,3,3,5027,0
F,Flight,4,4,3,5,5514,0
F,Ship,4,4,3,47,3307,1
F,Ship,3,2,2,2,5526,0
A,Ship,2,1,5,3,1038,0
D,Ship,3,2,2,6,5410,0
A,Road,3,2,6,9,5418,1
C,Road,3,3,3,10,5175,0
F,Flight,5,2,2,6,4819,1
F,Ship,4,4,2,4,5101,0
B,Ship,5,3,5,6,1489,0
B,Ship,5,5,5,7,1967,0
F,Ship,5,4,2,2,4077,1
A,Ship,3,1,3,5,4399,1
F,Road,3,2,2,3,4174,0
B,Flight,5,2,3,5,5607,1
C,Ship,4,1,3,9,4443,0
C,Ship,3,3,2,8,4593,1
F,Ship,2,2,3,10,4489,1
F,Ship,4,1,5,1,4170,1
F,Flight,3,5,3,21,3446,1
C,Ship,3,2,2,1,5862,0
D,Ship,4,1,7,37,2955,1
C,Flight,4,2,4,7,5507,1
A,Ship,3,1,2,34,1999,1
D,Ship,4,3,3,2,5198,1
B,Ship,5,1,5,4,1156,1
B,Ship,4,1,4,9,5360,0
D,Ship,5,4,3,3,4559,0
D,Ship,5,5,6,1,1962,0
F,Flight,4,3,3,21,1955,1
F,Ship,5,5,3,36,3952,1
D,Road,5,5,4,16,3564,1
C,Ship,3,2,10,4,1665,1
F,Flight,4,5,2,6,4316,1
C,Flight,5,3,3,45,3335,1
F,Ship,5,1,3,9,5667,0
D,Road,5,5,2,50,3914,1
C,Ship,5,4,3,1,4925,0
D,Flight,5,2,3,17,3889,1
D,Ship,2,5,4,9,4086,0
B,Ship,4,4,3,7,5947,0
C,Ship,5,4,6,10,5197,0
D,Road,5,4,2,5,4424,1
A,Ship,4,3,5,1,1673,1
B,Flight,4,2,3,23,2994,1
B,Ship,3,2,2,7,4582,1
F,Ship,6,5,4,1,1105,1
F,Road,4,5,3,22,2015,1
D,Flight,3,4,2,5,5997,0
C,Ship,3,1,2,35,3524,1
D,Ship,3,1,3,3,5839,1
D,Ship,4,2,3,53,2478,1
C,Ship,2,4,3,1,5437,1
C,Flight,4,3,3,4,4399,1
D,Flight,4,1,2,7,4597,0
F,Flight,3,3,3,24,1920,1
F,Flight,4,2,7,43,3730,1
F,Ship,4,2,3,2,4750,1
B,Ship,4,2,3,4,5504,1
A,Road,4,2,8,7,5245,1
A,Ship,4,1,2,5,5647,0
C,Ship,3,5,2,6,5182,0
F,Flight,6,1,4,3,1488,1
A,Ship,3,3,3,3,5157,0
D,Ship,3,1,2,16,1731,1
D,Ship,3,2,3,7,4121,0
C,Ship,3,5,3,47,3523,1
A,Ship,3,5,3,49,1333,1
C,Ship,5,1,2,3,5391,1
A,Road,4,1,2,47,1540,1
C,Ship,3,1,3,47,3033,1
F,Ship,4,3,3,9,4908,0
F,Ship,5,1,3,3,5118,0
B,Ship,4,1,3,4,2724,1
B,Ship,4,4,3,24,3503,1
F,Ship,6,4,4,1,1711,1
A,Road,4,5,4,10,5176,1
C,Ship,4,3,3,9,4825,0
D,Flight,4,4,3,6,4238,1
B,Ship,5,3,5,47,1909,1
C,Road,3,3,2,3,5713,0
B,Ship,3,3,4,10,5137,1
C,Road,6,1,3,5,5621,1
D,Flight,2,2,3,4,4819,1
B,Ship,2,4,3,7,4142,0
F,Ship,3,4,3,47,1511,1
F,Flight,3,3,2,3,4527,0
F,Ship,4,4,2,9,5151,0
B,Ship,4,4,2,17,3068,1
F,Ship,3,3,3,2,4777,1
C,Ship,5,4,2,6,4535,0
B,Ship,5,5,5,9,4135,0
F,Ship,4,3,2,22,1248,1
F,Ship,4,1,4,2,5432,1
B,Road,5,4,2,2,5962,0
B,Ship,4,5,3,4,5100,1
B,Ship,3,4,2,4,4629,0
F,Flight,4,1,3,5,4133,0
D,Flight,5,3,6,7,1293,0
D,Road,5,3,3,1,2434,1
F,Flight,3,4,2,5,4647,0
B,Road,5,3,5,2,1869,1
B,Ship,3,5,2,10,5895,0
D,Ship,3,5,4,5,4661,1
B,Ship,5,1,3,33,2562,1
F,Ship,6,3,6,9,4787,1
F,Ship,4,4,5,9,1716,1
F,Ship,5,3,5,4,1257,1
F,Ship,3,3,3,55,3375,1
A,Flight,6,2,5,61,2018,1
F,Flight,5,2,5,45,1707,1
A,Ship,4,3,3,5,5703,0
C,Ship,3,2,3,54,1932,1
C,Flight,4,4,2,58,1038,1
A,Ship,3,1,3,7,4760,0
F,Road,5,2,5,2,1855,0
B,Road,4,3,3,46,1299,1
A,Ship,5,1,3,1,5194,0
B,Ship,3,3,3,29,3453,1
F,Ship,4,1,4,5,5420,1
C,Road,3,5,2,6,5635,0
C,Ship,6,4,4,6,4493,0
F,Ship,6,2,6,7,2437,1
F,Ship,5,2,2,9,1097,0
C,Ship,3,4,4,32,1245,1
D,Ship,3,4,2,38,2741,1
F,Ship,5,1,2,8,5184,0
A,Road,4,4,3,6,5778,1
F,Ship,4,2,2,8,5516,0
C,Ship,5,5,3,48,2298,1
B,Ship,5,2,7,40,2304,1
D,Ship,4,3,5,5,1205,1
C,Ship,5,2,6,1,1296,1
D,Ship,3,2,2,22,3248,1
A,Ship,3,5,2,1,5709,1
A,Flight,4,3,3,7,4834,1
D,Road,4,2,3,6,5764,1
B,Ship,3,3,2,8,4620,1
D,Ship,3,3,2,5,4269,1
C,Ship,4,1,2,9,4091,0
B,Ship,5,1,2,27,3569,1
C,Ship,5,3,3,4,5858,0
C,Ship,3,5,4,10,4829,0
F,Road,2,5,2,57,2896,1
F,Ship,4,1,2,28,1276,1
A,Ship,3,1,2,6,5267,0
C,Ship,5,1,2,5,5759,1
F,Ship,5,1,5,9,1329,0
F,Ship,3,1,2,39,1525,1
F,Ship,3,1,3,7,4874,0
A,Ship,6,3,4,8,1884,0
B,Ship,5,3,3,1,4037,1
F,Road,3,1,2,1,5931,0
F,Ship,4,3,6,4,4375,0
A,Ship,3,2,3,15,1992,1
F,Ship,3,3,3,5,1385,1
F,Ship,3,2,3,42,2374,1
A,Ship,3,2,3,5,5995,1
F,Ship,6,4,8,1,5808,1
F,Road,3,1,3,1,5541,0
B,Ship,3,2,2,2,4677,0
D,Ship,4,1,4,3,5773,1
B,Ship,4,2,3,4,5947,0
F,Road,4,1,3,28,2005,1
C,Road,6,4,5,8,4709,0
D,Ship,3,4,3,2,5281,1
A,Ship,6,4,4,7,1706,1
F,Flight,4,4,6,9,5730,1
C,Ship,3,1,3,4,5683,0
F,Ship,4,2,3,4,4800,0
B,Ship,5,1,2,44,1647,1
A,Ship,3,2,4,9,1909,1
B,Road,4,2,3,65,3679,1
C,Flight,4,2,3,6,4918,0
D,Ship,3,3,3,2,5540,1
C,Ship,2,3,4,10,4075,0
A,Ship,3,5,2,7,5069,1
F,Ship,4,5,2,17,1057,1
F,Road,5,4,5,10,1365,0
D,Ship,4,5,3,48,1922,1
F,Ship,6,1,5,30,1464,1
F,Ship,4,5,4,39,2381,1
C,Ship,4,2,3,10,5698,0
F,Ship,4,3,2,4,5855,0
B,Ship,3,1,3,61,1313,1
A,Flight,5,5,3,59,1037,1
F,Flight,5,1,6,1,1696,0
D,Ship,5,5,2,5,5178,1
F,Flight,2,1,2,1,5576,0
D,Flight,4,1,3,6,4942,1
F,Ship,3,5,2,9,5832,0
F,Ship,4,4,5,21,1727,1
A,Ship,4,5,3,2,5461,1
F,Ship,3,5,2,9,1205,0
F,Ship,4,1,4,7,4818,1
A,Flight,4,5,3,5,5584,0
D,Flight,5,5,5,7,1168,0
B,Flight,5,5,4,8,5372,0
D,Ship,4,1,5,1,5986,0
C,Road,3,5,3,5,5206,0
A,Ship,5,5,3,27,2019,1
B,Ship,4,4,3,1,5198,0
D,Road,4,4,2,4,5984,0
A,Ship,5,3,2,3,4474,1
B,Ship,4,2,2,21,1617,1
B,Road,5,1,3,10,4037,0
C,Ship,3,5,3,44,1424,1
F,Ship,3,2,3,4,1681,1
A,Road,4,5,3,19,2392,1
D,Flight,4,4,3,19,2976,1
F,Flight,3,1,2,8,5591,0
F,Road,3,5,2,1,4971,0
B,Ship,3,1,3,2,5446,0
A,Ship,3,3,7,9,5097,0
B,Flight,3,2,3,3,5807,0
C,Ship,3,3,4,7,1915,0
A,Ship,2,3,4,7,5510,0
A,Road,6,2,4,10,1148,0
C,Ship,6,5,6,55,2052,1
D,Road,3,3,3,42,1707,1
F,Ship,6,1,3,1,5134,0
A,Ship,5,3,3,10,4799,1
D,Ship,5,5,2,34,2708,1
D,Ship,5,2,3,3,4903,1
C,Ship,3,5,6,25,2232,1
D,Road,3,4,2,4,4295,1
B,Flight,3,5,2,5,5042,1
F,Ship,5,5,5,1,4379,1
F,Ship,4,3,2,3,1376,0
A,Ship,4,4,5,6,1239,0
A,Flight,6,2,4,9,1339,0
B,Ship,4,1,5,2,1246,0
C,Road,6,5,4,50,3618,1
F,Ship,2,2,3,1,1162,1
C,Flight,3,2,3,5,4167,1
F,Ship,4,3,2,2,4701,1
F,Ship,4,3,2,6,5867,0
B,Ship,4,1,3,3,5520,1
C,Ship,5,3,2,59,1837,1
C,Flight,5,1,3,6,2452,1
F,Ship,3,2,3,10,4486,0
B,Ship,4,3,5,9,1856,0
D,Ship,5,5,5,5,1868,1
D,Ship,5,4,7,9,4272,0
F,Ship,6,5,4,3,1406,0
A,Ship,2,5,3,2,4853,0
C,Flight,3,1,3,1,4347,0
F,Ship,5,3,4,9,1729,0
F,Ship,3,4,3,44,1218,1
B,Ship,4,1,7,4,5761,1
C,Ship,5,2,5,9,5313,0
A,Ship,5,1,3,5,5031,0
D,Ship,4,5,5,3,1530,1
D,Ship,4,4,3,3,4509,0
D,Road,4,5,2,1,4247,0
C,Ship,5,2,5,1,1845,1
D,Ship,3,3,2,58,2187,1
D,Ship,3,2,10,1,5721,1
B,Ship,4,1,3,30,1731,1
F,Ship,4,3,2,10,5211,0
F,Road,6,1,6,10,2385,1
D,Flight,4,2,3,1,5532,1
D,Ship,4,1,7,18,1294,1
C,Road,5,4,6,1,5433,0
B,Ship,5,5,5,5,1657,0
B,Ship,3,3,2,5,1202,1
F,Ship,3,2,4,20,3955,1
F,Flight,3,5,6,21,3559,1
F,Road,3,3,3,2,5791,1
C,Ship,4,3,2,32,2912,1
B,Ship,4,2,4,45,1758,1
F,Ship,3,3,8,1,4895,1
D,Ship,4,1,4,64,1834,1
B,Road,3,4,6,6,4031,1
D,Flight,6,4,2,5,4851,1
C,Ship,4,5,3,42,3121,1
A,Ship,4,2,3,10,4636,0
B,Road,3,1,3,1,5065,1
F,Ship,4,5,2,51,2820,1
C,Ship,6,4,4,5,1112,1
D,Ship,3,5,3,48,2841,1
D,Ship,4,1,3,3,4896,0
F,Ship,5,5,3,46,3997,1
C,Ship,4,5,2,1,4395,1
A,Ship,3,4,2,6,5374,1
F,Ship,5,5,4,1,4092,1
D,Ship,5,1,5,4,1308,0
C,Flight,4,2,3,1,4176,0
A,Road,3,1,3,9,5952,1
F,Ship,3,2,4,6,5854,0
F,Flight,4,4,3,9,5508,0
F,Ship,3,5,2,10,2621,1
B,Ship,3,1,4,1,1628,0
D,Flight,5,4,5,8,1903,0
F,Ship,4,3,5,2,1574,0
C,Flight,4,5,2,49,3736,1
A,Road,5,3,5,7,1451,1
D,Ship,6,4,4,1,1179,1
B,Ship,5,4,3,1,5165,1
F,Road,6,3,4,2,1520,1
A,Road,4,4,3,2,4639,0
B,Ship,3,3,4,7,5868,1
A,Flight,3,1,2,28,1313,1
F,Flight,4,4,3,2,4279,1
A,Flight,6,5,4,3,1550,0
C,Ship,3,4,3,55,1293,1
A,Flight,3,5,2,12,2711,1
F,Ship,3,1,2,52,1934,1
C,Ship,3,2,3,9,4069,0
A,Road,5,2,2,4,5405,0
C,Ship,4,3,4,23,2960,1
F,Ship,3,4,4,9,5575,0
F,Road,4,4,3,5,4061,1
B,Ship,5,5,2,2,4562,1
F,Ship,4,4,2,10,5192,0
A,Road,3,5,2,64,1857,1
C,Road,3,1,2,1,4783,1
A,Ship,2,3,2,28,1624,1
F,Ship,4,5,6,4,3909,1
A,Flight,3,3,3,3,4405,0
F,Ship,5,5,5,5,1381,1
A,Ship,3,3,3,4,5548,0
F,Ship,6,3,4,6,1997,1
B,Ship,2,2,2,2,1227,1
A,Ship,5,5,3,5,5673,1
A,Ship,3,1,4,9,5727,1
F,Ship,3,5,3,7,4459,1
C,Ship,3,3,2,6,4102,0
C,Ship,4,2,4,26,3223,1
F,Flight,5,5,2,8,4817,0
B,Ship,7,4,4,6,1800,0
F,Flight,4,1,2,64,1471,1
C,Ship,4,1,2,10,4447,0
F,Ship,3,1,2,1,1629,1
B,Ship,5,5,2,4,5587,0
B,Ship,3,1,3,3,4957,0
A,Road,5,3,2,4,4311,1
A,Ship,4,2,4,10,5528,1
A,Ship,2,4,3,8,4968,1
D,Ship,3,1,3,52,1838,1
D,Ship,4,5,2,10,4706,1
F,Ship,4,1,3,6,5032,0
B,Ship,3,5,3,4,3189,1
B,Ship,5,4,6,3,4089,0
C,Road,3,1,3,40,3536,1
A,Road,3,3,3,55,1534,1
B,Ship,5,1,3,9,2944,1
C,Ship,2,5,8,11,2976,1
A,Ship,3,3,3,3,2255,1
C,Ship,3,2,3,39,3828,1
D,Flight,4,3,5,8,4736,0
F,Ship,4,5,5,7,5833,0
F,Road,3,5,3,5,4946,0
F,Ship,3,2,3,1,5398,0
F,Flight,5,4,5,2,1627,1
C,Road,5,2,3,10,5644,1
F,Ship,4,1,3,7,4808,1
F,Ship,4,5,3,1,1008,0
F,Road,4,4,4,32,1774,1
B,Ship,7,4,4,1,1657,0
F,Road,5,1,3,2,5032,0
A,Ship,4,1,4,2,4024,0
A,Ship,3,2,2,2,4239,1
F,Ship,5,1,2,46,1387,1
F,Ship,5,4,4,63,2039,1
B,Ship,4,3,5,9,1024,0
F,Road,7,1,4,8,1560,1
B,Ship,4,4,4,4,4676,0
C,Road,3,3,3,2,4468,1
A,Flight,4,3,2,5,5502,1
A,Flight,4,2,2,9,4937,0
B,Ship,4,3,4,4,4868,1
B,Ship,6,5,6,6,1529,1
A,Road,5,5,4,6,4547,1
B,Ship,5,3,5,7,4157,0
F,Ship,3,5,2,2,5978,1
C,Road,4,5,3,34,3784,1
F,Flight,2,5,3,4,4888,0
B,Flight,4,3,3,17,1990,1
F,Road,5,2,5,3,1824,0
D,Ship,4,3,3,37,3436,1
F,Ship,6,1,2,7,5234,1
D,Road,3,3,2,6,5015,0
B,Ship,2,3,3,6,5006,0
F,Ship,4,4,2,8,5724,0
C,Ship,5,1,2,4,5761,0
D,Ship,2,3,3,7,4632,0
C,Ship,5,2,6,5,1885,0
B,Road,4,4,3,1,2761,1
F,Ship,4,2,3,9,4896,0
A,Ship,3,1,2,9,4626,1
D,Ship,3,2,2,10,4604,0
A,Ship,4,1,4,8,4970,0
C,Ship,4,4,3,5,4812,0
A,Flight,7,1,4,6,1279,1
F,Ship,5,2,2,27,3276,1
D,Ship,2,1,4,57,1881,1
C,Ship,2,3,3,24,3829,1
F,Ship,4,3,3,7,4915,1
F,Ship,6,4,4,3,1490,1
A,Ship,3,2,2,9,4250,1
F,Ship,5,2,5,4,1284,1
F,Ship,3,4,4,10,4415,0
A,Ship,2,4,2,4,4803,1
B,Ship,2,5,5,3,5292,0
F,Flight,4,3,2,2,4700,0
C,Ship,3,2,2,2,4669,1
F,Ship,5,4,2,2,4217,1
F,Ship,4,5,6,10,1156,0
D,Ship,5,4,3,10,4955,0
A,Ship,3,1,2,8,5719,1
B,Flight,3,4,2,14,3528,1
F,Ship,4,5,2,18,2404,1
F,Ship,3,4,3,62,3589,1
A,Flight,2,3,3,2,5331,0
F,Road,5,2,5,9,1466,0
A,Ship,6,2,3,3,1904,1
B,Road,3,4,10,9,4883,0
A,Road,5,5,6,1,1984,0
A,Ship,2,5,6,2,5671,0
F,Flight,2,2,2,3,5894,1
B,Ship,3,5,10,5,4608,0
F,Ship,4,4,2,9,4887,1
C,Ship,3,5,4,1,5534,0
F,Ship,3,3,2,45,1791,1
A,Ship,5,2,5,5,1659,0
C,Ship,4,3,3,4,4551,0
C,Ship,4,3,2,58,3665,1
D,Ship,3,5,3,52,2170,1
B,Flight,3,3,4,3,4049,0
B,Ship,5,2,6,3,1540,0
C,Ship,6,5,4,1,1159,0
F,Ship,3,4,3,6,5890,0
F,Ship,6,4,4,2,1174,0
F,Flight,6,3,4,6,1335,0
F,Road,2,4,3,50,1030,1
B,Ship,7,4,4,6,1362,1
A,Ship,3,3,3,6,2986,1
A,Ship,4,5,4,36,1191,1
F,Ship,4,3,2,4,4955,1
C,Ship,4,5,5,2,1087,1
F,Ship,2,2,3,38,7846,1
C,Ship,4,3,2,6,4226,1
F,Ship,5,5,8,9,2236,1
F,Flight,4,1,2,19,2878,1
B,Ship,3,5,2,3,5113,1
F,Flight,4,5,7,9,4224,0
B,Road,7,5,4,8,1748,0
B,Ship,2,4,2,65,1738,1
F,Ship,4,1,3,54,1178,1
B,Ship,5,2,5,9,1165,0
B,Flight,4,1,4,1,5480,0
F,Ship,3,4,3,2,4524,1
A,Road,5,5,4,3,4287,0
F,Ship,3,2,3,31,2377,1
F,Ship,3,2,3,6,4778,1
B,Ship,7,5,4,3,1656,1
C,Ship,4,5,4,5,5264,0
A,Ship,4,4,2,6,4703,0
C,Ship,2,1,2,44,1213,1
A,Ship,4,3,4,5,4507,1
F,Ship,4,4,3,2,5135,0
A,Ship,3,1,3,8,5557,1
A,Road,5,2,3,40,1238,1
C,Ship,5,4,2,38,2770,1
D,Ship,3,5,10,59,2182,1
F,Road,4,1,2,8,2436,1
B,Road,4,5,3,4,5344,1
C,Ship,5,5,3,43,3609,1
A,Ship,3,4,3,57,1582,1
C,Ship,5,4,4,1,4147,0
A,Road,4,2,3,64,1714,1
F,Ship,2,1,3,4,5924,1
F,Ship,4,3,5,5,1512,0
A,Flight,5,5,2,1,4883,1
C,Road,4,3,5,7,1932,1
B,Flight,5,4,4,4,5911,1
D,Flight,4,5,5,8,1093,1
C,Road,5,2,6,58,2448,1
A,Ship,4,4,3,6,4174,1
F,Ship,5,3,5,6,1192,0
C,Ship,3,2,4,2,4673,1
D,Ship,5,4,6,63,3151,1
D,Ship,4,3,3,2,5722,0
C,Flight,4,3,4,10,5614,0
B,Ship,5,1,2,46,2744,1
F,Ship,3,3,4,3,5722,1
C,Flight,3,2,2,3,4617,0
F,Road,4,2,5,8,1335,0
F,Ship,4,2,5,17,3630,1
F,Flight,4,1,3,36,2591,1
B,Ship,3,2,2,6,4765,0
A,Ship,4,1,3,22,3695,1
C,Ship,4,1,3,5,4382,0
F,Ship,3,3,3,1,5297,0
A,Flight,4,1,3,8,4795,0
C,Ship,6,3,4,2,1817,0
F,Flight,3,4,2,56,3266,1
A,Ship,2,5,3,27,1233,1
F,Ship,3,3,7,42,1278,1
F,Ship,2,1,2,3,4331,0
D,Flight,4,4,2,7,5151,1
A,Ship,4,1,4,3,5324,0
C,Ship,4,3,3,7,4723,1
C,Ship,3,1,10,4,4496,1
F,Road,4,3,3,52,1199,1
D,Ship,3,5,2,2,4232,1
F,Ship,4,5,2,10,5907,1
F,Ship,2,5,3,11,1502,1
C,Road,3,5,3,4,4828,1
A,Flight,3,5,8,50,3628,1
C,Ship,5,1,2,2,4079,1
C,Flight,3,4,3,1,4518,1
D,Ship,5,5,5,4,1646,0
C,Flight,3,1,3,39,3062,1
C,Ship,5,4,3,60,3384,1
A,Road,2,3,3,8,1172,0
F,Ship,4,5,3,2,5378,0
D,Road,3,1,3,38,1829,1
F,Flight,4,4,5,5,1178,1
B,Ship,3,3,3,3,5396,1
F,Ship,3,3,4,9,4712,0
D,Ship,2,3,2,1,2905,1
D,Flight,3,1,3,9,4865,1
F,Ship,4,4,2,1,3147,1
A,Ship,4,3,4,2,5735,0
B,Road,4,5,3,3,4741,1
C,Ship,4,1,4,42,2430,1
D,Ship,3,1,3,1,4177,1
C,Ship,6,3,3,7,5222,1
F,Flight,4,2,3,8,4322,1
F,Ship,3,4,4,3,4743,0
C,Ship,3,3,4,3,4006,1
B,Flight,3,5,3,7,4910,0
A,Ship,3,5,4,3,4934,0
A,Road,3,3,2,61,1053,1
C,Ship,6,3,2,9,5360,1
A,Flight,7,5,4,3,1597,1
A,Ship,3,5,3,55,2451,1
F,Ship,6,5,4,7,1521,0
D,Ship,7,5,4,7,1104,0
F,Ship,3,2,2,65,3776,1
F,Ship,3,2,4,10,4410,0
F,Road,7,3,4,8,1060,0
B,Road,2,2,3,1,4149,0
F,Ship,3,2,3,9,4215,0
A,Ship,4,4,4,12,1899,1
F,Ship,3,3,4,1,4296,1
B,Ship,3,3,2,42,1950,1
C,Ship,3,3,3,4,5384,0
F,Ship,4,5,3,20,1487,1
B,Ship,7,4,4,8,1717,1
A,Flight,5,5,2,31,2000,1
F,Ship,4,5,6,2,1879,0
A,Ship,4,5,3,13,2409,1
F,Road,6,1,5,1,4243,0
F,Flight,3,4,2,33,1811,1
A,Flight,4,5,3,5,4732,0
A,Flight,4,4,4,27,3740,1
F,Ship,4,5,3,8,4142,1
A,Ship,5,2,3,4,4552,0
F,Road,5,3,5,7,1691,1
A,Ship,4,5,3,4,5610,0
F,Ship,4,3,2,3,5735,0
F,Ship,3,3,4,4,4096,1
D,Flight,3,3,2,39,2449,1
C,Ship,3,3,3,64,1630,1
D,Ship,5,5,5,9,1709,0
B,Road,3,5,3,49,3477,1
B,Ship,7,1,4,3,1482,0
A,Ship,3,3,2,30,1547,1
A,Flight,4,2,4,9,4217,0
C,Flight,2,5,2,10,5718,1
C,Ship,5,1,6,3,1803,0
F,Ship,2,1,3,34,2199,1
D,Ship,3,2,4,7,4568,1
D,Ship,5,3,3,7,4208,1
A,Ship,3,4,2,19,2373,1
F,Ship,4,2,2,21,3271,1
C,Flight,5,5,5,2,1128,0
C,Ship,6,5,4,8,1274,0
F,Ship,4,1,2,4,4501,0
F,Ship,3,2,7,3,5584,0
C,Road,6,2,6,4,4591,1
D,Road,3,4,4,4,5361,0
F,Ship,5,1,5,4,4405,1
B,Ship,4,2,5,7,1711,1
B,Ship,6,2,4,6,5787,1
B,Flight,3,5,6,9,4793,0
F,Flight,2,1,3,29,1806,1
F,Flight,4,1,2,22,1714,1
C,Ship,5,5,6,52,2615,1
D,Ship,5,4,2,2,5515,0
B,Ship,2,5,3,18,1759,1
B,Ship,5,1,2,31,3454,1
F,Ship,4,3,6,2,1046,1
A,Flight,4,1,4,7,5459,1
D,Ship,5,2,5,3,1711,1
B,Ship,3,5,2,31,2438,1
B,Flight,3,5,3,20,2937,1
B,Ship,4,3,2,8,5597,0
F,Ship,5,1,5,5,1116,1
D,Road,6,2,4,9,1322,1
A,Ship,5,2,5,28,2846,1
F,Ship,5,4,5,1,1571,1
C,Road,4,2,5,9,1438,0
F,Ship,4,1,4,34,1831,1
A,Road,7,2,4,8,1285,0
C,Road,4,3,4,4,5161,0
A,Road,2,1,3,5,5982,1
F,Flight,3,4,3,27,2772,1
C,Ship,3,5,6,8,5791,1
F,Road,4,3,5,3,1786,1
F,Ship,3,1,2,8,5430,1
F,Ship,4,1,3,4,5910,0
A,Ship,3,1,3,10,5823,0
B,Flight,3,1,2,7,4486,1
C,Ship,2,5,3,9,4182,0
F,Ship,4,2,3,8,4342,0
F,Road,6,4,4,6,1961,0
F,Ship,4,1,3,56,3135,1
D,Ship,5,5,3,5,4613,0
A,Ship,3,5,3,5,5657,0
F,Ship,4,5,3,17,2824,1
A,Flight,3,4,6,8,4134,0
B,Ship,5,2,3,16,1969,1
D,Road,4,3,2,22,2595,1
C,Ship,4,3,3,7,4556,0
B,Ship,5,3,4,1,5211,0
C,Ship,5,5,7,50,1346,1
A,Ship,5,4,6,4,1255,1
D,Ship,4,5,4,6,4213,0
F,Ship,3,2,2,3,4759,0
A,Ship,3,3,2,1,4687,0
D,Road,5,5,2,8,5066,1
F,Ship,4,4,3,7,5099,0
D,Ship,3,3,4,7,5147,0
F,Road,4,4,3,2,5420,0
C,Ship,3,5,3,7,5477,1
F,Ship,4,2,4,1,4316,0
A,Ship,5,3,4,4,5192,0
D,Ship,3,4,2,9,5735,0
D,Ship,2,4,4,4,4787,0
B,Ship,6,5,4,8,1038,0
F,Ship,4,5,6,27,1840,1
F,Ship,3,3,2,9,4100,0
F,Ship,4,3,3,57,3311,1
C,Ship,5,4,3,48,1240,1
D,Flight,3,1,4,60,3755,1
A,Ship,6,1,4,8,1404,0
C,Ship,4,2,2,8,4295,0
F,Ship,3,4,8,6,2924,1
D,Ship,3,1,3,4,4108,0
A,Road,4,2,3,4,5800,0
C,Ship,3,3,4,7,2299,1
C,Ship,3,4,3,56,1550,1
B,Ship,3,4,4,59,2939,1
B,Flight,4,3,3,3,4781,1
F,Ship,4,2,2,50,1592,1
A,Road,3,1,3,24,1740,1
D,Ship,2,5,3,13,1101,1
B,Ship,4,1,4,6,5197,1
B,Ship,3,3,2,37,3220,1
F,Ship,2,1,4,7,5434,0
F,Road,3,4,5,4,4243,1
F,Ship,4,3,5,2,1273,1
A,Ship,5,5,2,3,4851,0
A,Ship,4,3,4,8,4220,0
A,Ship,3,4,2,58,1319,1
F,Flight,4,1,3,9,5216,1
A,Ship,5,4,2,9,5517,0
C,Ship,5,3,5,9,1312,1
B,Ship,3,4,3,10,5417,0
A,Flight,4,2,3,1,5113,0
F,Ship,4,2,2,7,5325,1
A,Ship,5,4,4,10,4528,0
F,Ship,6,5,4,6,1066,0
B,Flight,5,5,3,9,4775,1
D,Flight,5,4,3,16,2563,1
A,Ship,2,2,2,49,1447,1
A,Ship,3,2,4,1,4158,0
F,Ship,4,3,3,3,4824,0
C,Ship,3,5,5,10,5302,1
B,Road,5,3,2,6,1329,1
F,Ship,4,4,3,2,5381,0
F,Road,6,3,5,6,1184,0
B,Flight,4,5,2,49,1532,1
F,Ship,3,2,3,49,2881,1
F,Flight,5,5,2,10,4398,0
B,Flight,6,3,7,7,5030,1
A,Ship,3,4,3,7,2878,1
F,Ship,4,1,3,2,5189,0
D,Ship,3,2,3,56,1303,1
B,Ship,3,4,3,9,5474,0
C,Flight,5,4,4,7,4597,0
D,Ship,4,4,4,7,5973,1
A,Ship,4,1,5,28,1148,1
A,Road,3,1,3,8,5341,1
F,Ship,4,3,4,1,4536,0
F,Ship,7,4,4,5,1239,0
F,Ship,4,3,3,7,4525,1
F,Ship,2,3,4,3,1353,1
F,Ship,6,1,4,5,1228,0
F,Flight,5,2,5,2,5655,1
B,Ship,2,3,5,5,4750,1
C,Ship,2,2,4,9,3413,1
B,Road,3,1,2,2,4438,1
F,Road,3,3,2,19,3097,1
F,Ship,4,4,3,3,5545,0
C,Road,4,1,3,2,4418,0
B,Road,6,3,4,2,1270,1
D,Ship,4,1,4,4,4697,1
C,Ship,4,4,4,10,4827,0
C,Ship,3,1,3,4,2304,1
A,Flight,3,5,5,7,4457,0
F,Ship,4,1,3,7,4275,0
D,Ship,3,5,4,4,4008,1
D,Flight,5,3,3,48,3393,1
C,Ship,4,2,3,1,5361,0
